class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
e,4.699424281503979,f,t,w,f,s,c,n,5.5502437081960405,11.47869448841703,n,f,f,m,a
p,4.7590912372440135,x,i,l,f,a,c,w,4.346872475901807,4.058962633335556,w,f,f,d,u
p,5.390932742451771,f,t,n,f,x,c,w,5.081215433117082,6.809708147071104,y,f,f,l,a
p,5.797006281558611,x,e,e,f,a,c,y,8.110696544393418,8.863122029818742,y,t,z,d,a
p,6.077961272098387,f,y,r,f,s,c,g,5.006813029554481,8.719895176433957,n,f,f,d,u
p,0.706916650262105,b,t,n,f,a,c,n,4.6459757224307525,6.140524076997394,n,f,f,g,a
e,8.477498760346988,x,s,w,t,a,c,g,6.009171790167341,18.18502100411307,w,t,r,l,a
p,8.643188669850076,x,e,e,t,p,c,o,7.004885971087499,13.275074331021061,e,f,f,d,u
e,6.909493399608482,f,t,y,f,s,c,y,10.082960121653576,17.964014936309503,n,f,f,d,a
p,3.809451786784627,x,g,n,f,d,c,w,5.192691393808411,5.2771292604454265,n,f,f,l,a
e,4.21590882515856,f,t,u,f,a,c,w,4.594902486951765,6.989354125732015,w,f,f,d,u
p,4.702050832080992,f,d,y,f,d,d,y,4.39359622507856,8.257845779116662,y,f,f,g,u
p,5.8708466301422275,x,t,y,f,x,c,w,6.637322724365396,8.562363643414956,w,f,f,d,u
p,6.684603090478145,x,h,n,f,s,c,w,8.996530125195283,13.603771928778515,n,f,f,d,u
p,9.551280489677705,x,k,n,f,p,c,y,6.85661611770699,12.460341882986315,y,f,f,h,u
p,13.023656826290427,x,h,y,f,a,c,w,11.49013452280889,19.228707384237147,w,t,e,d,a
p,9.866168585390765,x,s,n,t,p,c,r,4.956370425212051,26.68557538007011,n,f,f,d,u
p,4.1592784642084535,f,k,n,f,a,c,n,3.9811545321812494,6.738538200040224,n,f,f,d,a
e,10.480900740201111,p,t,n,f,p,c,w,19.509820648083565,40.60308002205168,n,f,f,d,u
p,5.46247953986691,b,y,n,f,a,c,g,5.377463350710231,7.912604738509734,w,f,f,d,u
p,15.473952568944373,x,k,n,t,d,c,n,7.7215395202962736,25.045350801325846,w,f,f,d,u
e,4.774548150220387,f,t,y,f,a,c,w,5.112377015421721,7.476645390347171,y,f,f,d,a
p,6.242287308606061,f,d,w,f,x,c,w,5.389235993803811,5.085772261878105,n,f,f,g,a
p,6.340989835746557,f,w,p,f,s,c,p,4.817529456128711,9.688872253364034,p,f,f,d,a
p,6.484727392050812,f,t,r,f,x,c,n,7.071318732688802,12.8527179847469,w,f,f,d,a
p,8.877969584447879,o,t,w,f,f,c,w,4.802490696676629,21.453861925535225,w,t,f,d,u
e,8.040086623597835,p,t,n,f,a,c,w,7.916002292373194,19.533302358281023,g,f,f,g,a
p,4.584827449025158,b,t,n,f,a,c,n,6.863115052712221,5.782371390489697,w,t,z,g,w
e,10.061076321473356,x,s,n,f,x,c,n,6.270681256142142,18.39004730813047,n,f,f,d,a
e,7.504630890823047,x,t,n,t,x,c,w,8.722133200286208,16.805767370952765,w,f,f,d,a
e,6.53087214840433,s,t,n,f,d,c,b,8.303172795673394,21.787367264113023,w,f,f,h,a
p,8.944716469144915,x,y,y,f,a,c,w,10.27097180327996,13.934521350097523,o,t,f,d,u
p,12.090478154094772,x,y,n,f,e,c,w,17.48248675373874,18.09646127974615,w,t,p,d,a
e,4.261066725997407,f,y,w,f,s,c,w,7.300084090828118,8.004796895959265,w,f,f,d,a
e,5.221863273748053,f,h,n,f,a,c,n,5.730888744788271,5.987613791120064,w,f,f,d,a
e,4.701498968938336,s,t,n,f,f,f,y,8.068750898197441,7.375104855255255,o,f,f,l,a
p,4.449516436640998,b,h,n,f,a,c,n,6.754569496900016,6.718297731920721,n,f,f,d,w
p,7.283079921311176,x,t,n,f,a,c,n,12.056409294498225,12.58174585985533,w,t,l,d,u
p,4.419532231504006,b,y,n,f,a,c,n,5.865717132919105,8.016269656522182,w,t,f,d,a
e,6.912873760600224,x,e,l,f,x,c,w,6.500231641122244,15.9863125370625,w,f,f,l,u
e,7.277497059094344,x,h,n,f,p,c,y,11.101507105873848,14.975310008313034,n,t,p,d,u
e,3.6976494669205406,x,h,n,f,a,c,n,4.918876731759625,6.172281521903397,w,t,r,d,a
p,5.765949135450679,b,t,r,f,e,c,w,12.833354605516979,8.212726578732521,w,t,l,d,u
p,3.5184952697268965,f,s,y,f,d,c,y,4.185652858788098,6.066545282373207,y,f,f,h,a
e,4.75809524988843,b,g,n,f,a,c,n,5.935874613800523,5.549902087171338,g,f,f,d,a
p,6.156069700994124,x,d,n,t,d,c,w,6.0864116536192485,7.695936087421951,n,f,f,d,a
p,5.029614097101921,x,t,w,f,x,c,p,6.633055499416593,8.230098680436143,w,t,f,g,u
p,4.606593802614143,o,t,w,f,f,f,f,5.894419953545941,34.00910660952493,w,t,f,d,a
p,6.439061260650412,f,d,n,t,d,c,y,5.82475572364332,9.515448287446972,n,f,f,d,a
p,7.198559956115458,x,t,n,f,e,c,w,10.047076636454847,14.101929654166014,w,t,p,d,u
p,2.6532155165018017,x,i,w,f,a,c,p,4.484315363877306,7.237507512207084,n,f,f,g,a
p,8.097585635913429,x,i,n,f,a,c,n,7.721940732109147,12.487876130721506,n,f,f,h,a
p,3.925369058934187,f,t,g,f,f,f,f,5.743806732180663,6.3660110039248545,y,f,f,d,a
p,12.480502301026283,f,d,e,f,p,c,y,5.923753140203773,42.06375017224723,n,f,f,d,a
e,5.920049657239966,f,t,k,f,a,c,w,3.614828673538355,12.329410597745024,w,f,f,d,a
p,11.601388147129837,x,t,n,t,p,c,g,10.76574468670288,30.02056329628792,w,f,f,d,u
e,19.684331571462252,p,d,o,f,p,c,n,18.07903977484072,38.199869449341776,w,f,f,d,a
e,4.63171641407437,o,s,n,f,f,f,f,5.2680654675426215,6.753432217865604,n,f,f,d,u
p,5.1639804715858695,x,g,n,f,a,c,w,5.714434808009212,4.52562455179166,n,f,f,d,a
e,12.278714450374167,f,y,n,f,e,c,p,15.505067666681072,13.357046248460552,n,f,f,g,a
e,6.622489471556994,x,h,n,f,e,c,w,7.274658446912316,12.806929816377542,w,f,f,d,u
p,4.8924022351460055,f,y,r,f,a,c,n,5.491456855183865,7.492274534264896,n,f,f,d,u
p,4.445279223783371,f,t,w,f,a,c,n,4.821647191350187,6.935117154781584,w,f,f,d,u
p,6.806099630576663,p,y,w,f,a,c,w,10.92307617572541,15.383222454131674,w,t,l,d,a
p,5.593782308490319,b,y,w,f,s,c,w,6.898039994636467,10.787619559662483,w,f,f,d,a
p,4.576141965535552,x,s,o,f,d,c,o,4.928209133910941,5.3878792133942035,w,f,f,g,a
e,7.488952892072452,f,t,r,f,d,d,b,6.26143547462777,14.248306422008445,w,f,f,g,w
e,11.02838556384598,s,l,w,f,d,c,p,3.816264593493708,12.47132617196241,w,f,f,d,a
p,4.8208815783097645,b,t,n,f,a,c,g,5.656160080437043,5.397541684888263,n,f,f,d,u
e,52.65048587703497,o,y,n,f,p,c,y,5.255543393399089,34.12168053877381,k,f,f,d,u
p,6.549636424793209,o,t,w,f,a,c,w,4.988015733986736,22.251995822440975,g,f,f,p,a
p,3.298039621279425,s,w,u,f,a,c,g,4.397137102446402,6.72621621210676,u,f,f,d,u
e,9.829580009740791,x,t,n,t,p,c,g,12.476567957587257,22.200640729022243,w,f,f,d,a
e,5.947984510453647,x,t,n,f,e,c,w,7.46890591411471,8.596980875942924,n,f,f,l,a
p,6.418216023724648,p,t,w,f,a,c,w,7.341904144276774,12.194217892529005,w,t,z,d,u
p,8.942262837269574,x,h,r,f,a,c,n,7.303762699459292,13.828491181907255,w,t,g,d,a
e,4.305879124777853,f,g,w,f,x,c,w,5.59526291002104,4.777742470301958,w,f,f,d,u
p,5.26847261545307,x,i,n,f,a,c,n,4.359779596041489,7.089969244344232,n,f,f,d,a
e,11.699138966824547,f,t,n,f,e,c,w,12.070969476979856,13.297235758506778,w,t,g,d,u
e,10.912515631257737,f,d,w,f,a,c,w,7.100859881566552,29.470853877591647,n,t,e,d,u
e,7.683692895188139,f,t,n,f,s,c,w,7.279427886225582,28.90673851555514,n,f,f,d,a
e,5.4850482379975585,f,g,g,f,a,d,w,5.934695315597874,5.357152495413618,w,f,f,d,u
e,16.054235492101128,f,y,n,f,a,c,w,14.688235626036983,18.835830944082268,n,f,f,d,u
e,9.83048913118559,x,y,n,f,p,c,y,10.036934737886236,13.248982486336109,y,f,f,g,a
p,8.501821408617253,f,t,w,f,s,c,k,10.061716399622613,12.573028666432494,w,t,l,g,u
p,4.2636370556419845,x,s,y,f,a,c,y,4.763433386838897,5.384367428605024,y,f,f,g,u
e,16.44460181820806,x,e,g,t,d,c,w,11.857879041453142,21.089773436816255,w,f,f,d,a
e,5.84587495089844,s,t,y,f,a,d,w,5.19881364901963,6.818567156698279,y,f,f,d,a
e,5.443896319261774,f,h,g,f,s,d,n,5.585937269144472,8.246107750611495,w,t,l,d,a
p,6.9026226875138,p,s,g,f,a,c,f,12.322541244222883,13.489805594221153,w,f,z,d,u
e,5.762414389290705,s,d,g,t,d,c,w,5.063507403893292,6.516280700454807,w,f,f,d,a
p,15.13129510463209,x,s,n,t,p,c,o,12.096860951704956,21.934749080160266,y,f,f,d,a
p,5.636396296802365,x,g,e,f,a,c,w,7.19630150458413,5.4164651712676415,n,f,f,d,u
e,4.983090709075142,x,s,k,f,a,c,w,4.2182489967003605,15.728996102044572,w,f,f,d,a
p,4.484211983584975,f,d,n,f,d,c,w,5.216393301262417,5.692710836341849,y,f,f,g,a
e,9.8601528466952,x,k,n,t,p,c,y,6.044909486395782,17.582529402365044,y,f,f,d,a
p,3.8630256044131386,f,d,n,f,a,c,y,5.862956558298182,5.345737063289464,o,f,f,d,a
p,4.646168710473578,f,t,y,f,a,c,y,4.7722252819069135,5.536919301748079,y,f,f,g,u
p,4.945157850115378,p,t,g,f,f,f,g,4.798946395790916,2.003726977079145,n,t,f,d,a
p,6.460543191418184,b,t,g,f,a,c,g,5.105521314273405,5.660777919905922,g,f,f,d,w
p,10.033483562113304,p,y,n,f,e,c,p,12.924318516434615,16.285815449503765,w,t,p,d,a
e,9.21684090806745,s,t,n,f,s,c,p,5.890584559452036,18.432693552340613,u,f,f,g,w
e,7.856947016281182,x,y,n,t,a,c,n,6.617022177500479,13.573135789212978,w,t,l,d,u
e,3.803756711686562,p,g,g,f,a,c,g,4.380457395886883,6.768329521954935,w,f,f,d,a
p,2.087559194440885,o,h,n,f,a,c,y,5.499033934724245,3.980185870005112,y,t,f,g,a
p,4.108992678814537,b,t,n,f,a,c,k,4.491527533617582,4.322788886466068,n,t,f,g,s
e,6.762281853890921,f,s,w,f,s,c,w,5.93965727311672,18.4958621791065,w,f,f,d,a
p,12.28746333054129,x,g,o,f,p,c,y,5.093062818167774,23.937528379825398,n,f,f,d,a
e,4.03891676155082,f,t,k,f,a,c,y,3.8105459621949436,11.939296569038177,w,f,f,d,a
p,5.475255200719193,x,s,y,f,a,c,y,6.359409657116631,9.183425934255226,y,t,f,d,u
p,7.035433596149861,f,y,y,f,a,c,y,8.045550364734476,8.407668699481116,n,t,f,d,a
p,4.800974082234124,x,h,y,f,a,c,y,7.08548417834006,7.024312209755869,y,f,f,g,a
p,4.396000312551032,o,t,g,f,f,f,f,6.649039186196007,17.713579567284327,w,f,f,d,u
e,5.235273559068109,f,y,g,f,a,c,g,4.515057009147052,5.657331964385829,w,f,f,d,u
p,13.975815487982631,f,y,e,f,s,c,y,7.529677077522251,18.362500067035082,u,f,f,d,a
p,4.368746233793633,x,g,e,f,a,c,w,5.761491763403461,5.875657656090479,n,f,f,d,a
p,4.630061240669226,o,h,n,f,a,c,n,5.477885174258651,4.196757414856561,f,f,f,d,u
p,4.773991565594624,x,w,e,t,x,c,w,7.0919629341576025,6.897692193177687,n,f,f,d,a
e,4.302215759721857,x,d,e,t,d,c,y,5.4399815297248315,8.492048552674543,e,f,f,d,a
e,16.052140201708795,x,t,n,f,a,c,w,10.868146635757212,25.686203233257697,n,f,f,d,u
p,6.592355747340388,s,t,n,t,d,c,b,6.2305252745273165,6.073528531628386,n,f,f,d,u
e,3.6219919453931047,f,d,g,t,d,c,p,4.902907189986408,7.084649137683306,n,f,f,d,u
p,11.366773305201257,x,h,n,t,p,c,y,10.612511913484209,24.147592999095387,y,f,f,d,a
p,4.82237693624919,f,t,y,f,a,c,y,4.518862297285709,8.164431115802989,y,f,f,d,a
p,2.796546303377988,x,t,w,f,x,c,p,6.870976177104058,7.008400015286963,n,f,f,d,a
p,3.919249268195523,s,d,o,f,p,c,n,3.9329989403101866,6.1923569206956,n,f,f,d,u
p,7.020061110761704,x,t,n,t,x,c,p,7.626400985992486,18.422722220437773,w,t,p,l,a
e,9.775060746461396,x,y,n,t,e,c,w,9.573172399783667,18.575789031149395,w,t,l,d,a
p,7.922887191841808,x,t,n,f,a,c,w,10.542822051058614,14.57565977671091,w,t,l,h,a
e,10.823479979868846,f,t,n,f,x,c,w,8.813768001164322,12.528601189509539,w,f,f,d,u
p,6.890250815976894,x,i,n,f,a,c,n,7.6421921920840195,14.718334551428716,w,f,f,d,a
e,3.933468636064671,s,t,y,f,d,c,w,6.614656610589828,8.168345337380188,y,f,f,d,a
p,4.362553640823751,f,l,w,f,d,c,p,3.6304298933640737,8.565384166013915,w,f,f,g,a
p,7.739518627242129,x,y,y,f,a,c,n,5.931688693976314,10.039216815904041,y,t,f,d,u
e,5.780523821568541,f,g,g,f,x,d,n,7.855670786714796,5.939788373938777,y,f,f,d,a
p,4.440815431198515,b,t,g,f,a,c,g,4.855596966471928,6.066082035811872,w,f,f,d,u
e,9.988275368611554,o,y,y,f,p,c,y,5.570944429238978,32.93732363301983,k,f,f,d,u
e,3.263236131584229,s,t,n,f,d,c,w,5.841119248817025,7.03069655433167,n,f,f,h,u
e,6.918673081044847,x,d,n,f,p,c,y,4.304045327015486,12.106078231718103,y,f,f,d,a
p,13.347722668229059,f,s,n,f,p,c,y,9.386154047137687,45.06540945011741,n,f,f,d,u
p,4.909986223290862,s,t,n,f,d,c,w,4.869002029138006,5.228178414761942,e,f,f,d,u
p,6.691085833324854,p,s,n,f,a,c,k,10.838341768891901,12.394739223530934,w,t,z,g,w
p,2.1536757239853603,b,g,n,f,a,c,n,7.950204016691821,5.728070202022924,g,f,f,d,a
e,4.7254939394312325,x,d,n,t,p,c,r,6.081805526106296,11.909850448608163,y,f,f,d,u
e,14.26510050214533,s,s,p,t,d,c,n,8.909456276228497,23.628122891336414,w,f,f,d,u
e,5.403730668742187,f,y,n,f,a,d,k,5.078653386140355,5.82150631522045,n,f,f,g,a
p,6.947199600942347,x,w,n,f,s,c,n,6.355080503974286,7.559998022481889,n,f,f,d,w
e,5.876142842042557,s,t,n,f,d,c,o,4.852062613913217,11.673531061094403,w,f,f,d,a
p,6.6349262970268335,x,e,n,t,p,c,n,6.286569123003242,12.122556997638023,n,f,f,d,a
p,3.8116205851260445,x,i,w,f,a,c,p,5.066495195005567,6.744690071845096,n,f,f,g,u
p,11.382323763160395,x,h,n,t,p,c,o,10.94393165979544,20.93150971825258,e,f,f,d,a
p,6.325300094259235,f,w,r,t,d,c,n,5.590692993475703,8.080499029068664,n,f,f,d,a
p,5.751323287394829,s,d,n,f,p,c,y,3.826291751204176,6.500096518790485,n,t,f,d,a
p,6.732086261679105,o,s,e,f,a,c,y,4.530698646396735,15.505100779816146,n,f,f,d,a
p,13.457755680791912,x,h,n,f,s,c,p,8.034593470048158,18.296281137837852,n,f,f,d,a
p,5.082544158230309,x,i,e,f,a,c,w,6.003817955097312,8.016372388710115,w,f,f,d,a
e,8.231060831376917,f,t,g,f,a,c,w,12.80303144547089,13.287755814046818,w,t,g,d,u
e,5.392308208320779,x,s,n,f,e,c,w,7.607480600382106,14.70027746294706,n,f,f,d,s
p,9.744123244611066,x,t,n,f,x,c,n,9.391856313716595,11.436203678941952,n,f,f,d,a
p,9.971164501348468,x,e,y,f,a,c,o,10.22306177740114,30.18115608927189,e,f,r,d,u
e,14.877584025364811,x,k,w,t,d,c,o,8.438026238961982,22.107212323430186,w,f,f,d,u
p,11.636895326852876,x,s,n,t,p,c,y,7.698013886050791,38.55015986078743,y,f,f,d,a
p,10.587508585038025,x,t,n,f,p,d,w,11.415961696282361,30.220148194070273,n,f,f,d,a
p,6.808429046566625,f,t,y,f,x,c,w,4.6171294258809965,12.833549924756898,y,f,f,d,a
e,8.648405369029572,s,d,w,f,d,d,o,5.141525250338722,15.624751394150763,w,f,f,d,w
e,5.679422481922811,x,h,n,f,x,c,w,8.184216576511037,12.214688742509189,n,t,r,d,u
p,2.3668483955113064,b,h,y,f,a,c,y,3.9625267637354247,7.688852601255185,n,f,f,g,a
p,2.8832676606139085,f,i,e,t,d,c,b,6.077049564787184,4.756158156118436,n,f,f,d,a
p,4.8358713285028525,f,k,n,t,a,c,y,6.205578644043998,5.622428148488765,n,f,f,h,u
e,8.24034029989979,x,d,n,t,p,c,y,6.878241611745595,17.679121355854644,y,f,f,d,a
p,9.436164621046077,x,i,o,f,e,c,y,7.109054238486596,16.794056263534888,w,t,f,d,u
p,4.499385324840492,f,t,r,t,d,c,w,4.040506129905644,11.84233552561727,r,f,f,h,u
e,5.24438590374058,c,h,n,f,e,c,w,6.9354180638991805,13.142187880911928,w,f,f,d,u
p,2.1849703872199573,b,y,n,f,a,c,n,6.297773536980418,7.7976955487006325,n,f,f,g,s
e,9.483561100563302,p,y,w,f,e,c,k,9.572398664045016,14.870082695601981,w,t,e,d,a
p,7.64546331705698,s,t,p,t,d,c,o,5.249654500441144,9.26848067327372,w,t,f,d,a
p,5.554632051192639,x,t,e,t,d,c,y,4.072190941536313,8.683834335816673,e,f,f,d,a
e,15.444292920214313,f,t,n,f,s,c,p,7.989237009867603,24.173367332099236,u,f,f,d,a
p,5.445599710123627,f,l,e,f,x,c,w,6.012789828687179,4.411998487711349,e,f,f,d,a
e,3.7989633856129745,x,h,y,f,a,c,y,6.96659722977458,6.440575562387011,o,f,f,g,a
p,5.351729048634032,x,t,y,f,x,c,w,5.890254460289523,6.275458426305683,w,f,f,d,a
p,9.027448635127366,x,h,y,t,a,c,n,10.196191201808805,15.675153489259204,w,t,p,d,a
e,10.447340795696059,x,e,n,f,x,c,w,7.770232412394767,18.274130443412595,w,f,f,d,a
p,7.742256408755485,s,t,y,t,d,c,y,5.675693435600444,12.35290428250514,w,t,f,d,u
e,6.77383044967894,x,t,n,f,x,c,w,11.613625557375302,12.190237205099644,w,f,f,h,a
p,10.682396327385662,s,t,n,t,d,c,p,6.29559932662253,14.896748172087282,n,f,f,d,a
e,10.524122068968689,x,t,n,t,p,c,y,7.416012871271745,16.73157594283717,n,f,f,d,u
p,9.371330611101472,f,t,n,f,a,c,w,8.986052258258338,12.580819177265912,w,t,g,d,a
e,3.599183154730744,f,w,n,f,d,c,y,8.226370591245596,6.4740208207409395,n,f,f,l,u
p,5.807876535793649,x,h,y,f,a,c,n,6.839951443573453,7.2216672043075905,w,t,l,d,a
e,3.8510183643336355,f,t,n,f,d,c,w,6.1170325386988145,7.488217090845419,w,f,f,l,u
e,10.514599822923937,x,y,n,t,e,c,n,8.61547727396103,15.788460394404018,w,t,l,m,a
p,8.952146437088386,s,d,y,f,d,c,y,4.781325686290154,10.224593102861354,y,f,f,d,u
p,8.541969639329313,x,i,n,t,e,c,n,6.008367419461976,14.099973421111201,w,t,l,d,a
e,5.397980652943178,b,t,n,f,a,c,n,9.522825799809322,5.976989814137541,w,f,f,d,u
p,0.5470079891752669,p,t,y,f,a,c,f,4.995308031019509,7.376215130446173,y,f,f,d,u
p,8.806526209665341,f,s,y,f,s,c,n,7.527955766690044,10.156423413772757,n,f,f,d,u
e,3.573675199713678,f,t,y,f,a,c,y,7.071759654723375,8.144943113150003,y,f,f,d,a
e,5.164618555214186,b,y,n,f,a,c,k,6.182821880443537,6.1313320617466625,w,f,f,d,u
e,3.5792296009201534,x,h,y,f,a,c,w,6.908131604087056,6.384229372737912,y,f,f,g,u
e,5.661387091850696,x,t,w,f,e,c,w,7.162474803600814,13.05419541565341,w,t,g,d,u
p,4.90276133377932,o,t,w,f,f,f,f,5.402925011881953,29.549444608110434,w,t,f,d,u
p,10.812057545563718,x,s,n,t,d,c,y,6.0300138540864,18.33766715742904,n,f,f,g,a
p,6.045416833347511,x,t,e,f,a,c,r,6.249684019593966,14.964966982866539,y,t,z,d,a
e,11.726009621869432,x,y,n,t,e,c,w,11.059912338619856,15.890165268607268,n,t,f,d,u
p,6.701010696590983,x,s,y,f,a,c,y,8.316199975955437,10.741695932996283,y,t,z,d,w
p,14.956571856072225,x,g,o,f,e,c,w,9.824356824436718,17.302082440410548,w,t,p,d,a
e,4.417215511026517,s,t,w,t,d,c,p,4.2590836870617,5.16394069523621,n,f,f,d,a
e,9.713366538273773,f,s,n,f,s,c,n,7.6700895462823055,18.231941063182752,n,f,f,d,a
p,11.973056294384776,x,t,n,t,e,c,w,11.888667546676862,16.453529040154244,w,t,g,d,a
e,8.719524279864578,x,t,n,t,p,c,n,9.547263794381127,16.266493799829405,w,t,p,d,a
p,2.417995181124328,s,w,n,t,d,c,y,5.500669591356373,8.045257743843395,n,f,f,g,u
p,0.7947322551757982,b,g,n,f,a,c,n,5.599124785774855,5.514196679420428,y,f,f,d,u
e,9.188272949143599,x,t,n,t,p,c,y,7.229640081222079,16.838231196175293,w,f,p,d,a
e,8.936626752832742,x,t,g,f,a,c,w,9.53557846465685,12.616397854320569,w,f,f,d,s
e,8.098527638959304,f,s,n,f,s,c,w,5.843959320585054,9.711238862956977,n,f,f,d,u
e,3.653668509345292,f,y,o,t,a,c,w,5.722382015114772,9.156712218625202,n,f,f,m,a
p,5.368382273637019,x,d,e,f,a,c,n,6.299806493206285,8.859254606375487,n,f,f,d,a
p,4.379286465723582,p,s,y,f,a,c,g,5.708310820867565,6.023709873833131,y,t,e,m,s
p,2.315812702183326,b,t,g,f,a,c,g,5.075231465224325,5.930500078732839,g,f,f,d,u
p,6.0511100905255315,x,h,n,f,x,c,w,9.66125904493078,7.617164327963942,n,f,f,d,a
e,6.222728805158329,f,y,w,f,a,c,y,3.834656419971252,6.577094601265635,w,f,f,p,u
e,8.82084306533325,x,t,n,f,e,c,w,8.190920271552233,13.290917776220574,w,t,l,d,u
e,4.922512230392886,f,h,n,f,s,c,k,5.327296109784788,8.93523436920053,w,f,f,d,u
p,14.173690506465004,f,y,y,f,a,c,n,6.143745074841674,34.58522115648864,y,f,f,d,u
p,3.383555716036085,x,g,y,f,d,d,n,4.672576815489934,6.251200719243715,r,f,f,h,u
p,6.935398832520446,x,w,n,f,x,c,p,6.303158207546589,11.930537825486342,n,f,f,d,a
e,6.476536830832845,x,t,y,f,p,c,w,7.290767801696471,15.046159526608966,w,t,f,d,u
p,13.420117906425384,p,i,n,f,p,c,p,13.09581609555194,26.97497394568877,w,f,f,d,a
p,6.394850706314624,x,s,y,f,a,c,e,6.323543615973053,7.535073158825922,e,f,f,d,u
p,7.999099529959988,f,k,y,t,d,c,n,5.271880637864425,7.912739238980274,n,f,f,d,u
e,5.3337453490535545,x,t,n,f,x,c,n,6.751900309286111,6.40757044509047,w,t,f,d,a
p,6.848748436684134,s,t,n,t,d,c,n,6.847039564296285,6.353572245936173,n,f,f,d,u
e,7.286836482908174,f,t,y,f,x,c,y,6.156266480718212,13.348731777532933,w,f,f,d,a
e,16.171006330155855,s,t,n,t,d,d,y,6.51954417904291,23.238163660830956,w,f,f,d,u
p,0.9862595242073298,p,t,n,f,a,c,n,4.989134898707418,6.733597860543606,y,t,e,g,u
p,4.780974020462524,f,t,b,f,d,c,y,3.5640654671570187,7.156374469793426,y,f,f,d,a
e,4.318521909614416,f,h,n,f,a,c,n,6.486123174980627,5.286115505117293,w,f,f,d,w
e,8.943995042663492,x,s,n,f,p,c,y,7.408341061402071,14.818939519755117,y,f,f,g,u
e,10.599160335553181,f,t,g,f,a,c,w,13.14649551345981,16.54201190506052,w,t,f,d,a
e,7.482848686132142,f,t,n,f,a,c,w,6.3617595906209266,13.125008364628739,w,f,f,d,u
p,7.117244714473339,s,t,e,t,d,c,w,6.051467388580026,12.29474403800118,e,t,f,d,a
p,2.132872389375576,c,g,e,t,d,c,w,5.730422794478648,6.358899153148224,n,f,f,d,a
e,3.951817249403832,f,w,u,f,a,d,g,5.283419797174986,7.491226317224265,w,f,f,d,a
p,2.914125566382269,p,t,k,f,a,f,f,4.910759163683853,12.635811582586339,y,f,f,d,s
p,5.449355610261803,c,t,u,f,a,c,w,4.880177405650652,5.5953447010664465,y,f,f,d,u
p,11.087590246202705,p,t,n,f,p,c,p,9.793396256536269,22.412210782126873,w,f,f,d,u
e,10.109470995519828,x,t,n,t,a,c,w,13.598265249809177,17.58429506978949,w,t,g,d,u
p,10.530979998339236,p,y,n,f,a,c,w,10.197175844673295,23.078968558352916,w,t,e,d,w
e,6.713471297147783,x,h,y,t,p,c,y,7.071262267961025,18.627486303078268,w,f,f,d,a
p,10.1178126720677,x,g,n,f,a,c,w,9.83777220540766,15.445006653976153,w,t,p,d,u
p,8.309199405013981,s,t,n,t,d,c,w,6.059190540406233,13.206600491172955,n,f,f,d,u
e,5.558878062862456,x,t,w,f,x,c,w,9.073608301613067,10.119984940409301,n,t,f,d,a
e,4.878186637780108,f,y,n,f,s,c,g,6.220800738493979,7.173216547966323,w,f,f,d,a
p,5.809518976285528,b,s,o,f,a,c,y,4.442464109113635,6.576624537168167,y,f,f,m,a
p,6.818830992352447,x,y,n,t,a,c,p,7.054552214971681,13.525648582957798,w,t,l,g,a
p,3.6154152497548817,b,t,l,f,s,c,p,5.2935074254443615,7.741027381372323,n,f,f,g,u
p,2.9767231436214336,f,d,y,f,d,c,y,5.053087129351945,5.44499397377663,o,f,f,d,a
p,3.8364597942007395,x,t,y,f,a,c,e,5.203805703389036,6.495719846761811,y,f,f,g,a
e,6.061655360576622,f,t,y,f,s,c,y,5.258290292304308,13.99703178187805,y,f,f,d,a
p,2.828447592640022,b,g,n,f,x,c,p,7.360924766538274,5.455844106335387,n,f,f,d,a
e,13.487531570268791,x,s,n,f,a,c,n,4.825318689156236,15.913306112152116,n,t,f,d,a
p,8.864923590277467,s,t,r,t,d,c,n,5.1762864808823315,12.25402681161424,n,t,f,d,u
p,4.780718243402182,x,i,e,f,a,c,n,5.397020007642094,6.493321377263382,n,f,f,d,w
p,7.177906574724771,x,k,y,t,d,c,o,6.482463730954566,12.849159361675353,w,f,f,d,a
p,9.715747697062115,p,y,n,f,a,c,w,11.544618438359503,16.364639258734513,w,t,f,d,a
e,2.6941818578278998,s,w,y,f,f,f,o,5.031644561888202,19.18333547774347,o,f,f,d,u
p,6.140373070078782,f,h,n,f,x,c,n,8.1458732385181,6.21809042241491,n,f,f,d,a
p,7.267328849838426,f,d,n,f,d,c,n,6.558692202043197,5.383066507441754,y,t,f,d,u
e,8.207848641931308,f,t,n,f,s,c,w,5.339699658968859,11.162667926947288,n,f,f,d,a
p,4.917570195952119,f,h,n,f,a,c,n,6.042486460316341,6.884561611639162,n,f,f,g,w
e,13.884529014451982,f,t,n,f,a,c,w,15.507812889185063,24.162695306107793,w,f,f,d,a
p,4.548998907847841,x,s,o,f,s,c,n,4.806362838939732,7.1493515079934555,n,f,f,d,a
e,13.570411786963902,f,s,w,f,a,c,n,8.349977084929977,23.609301670925245,w,f,f,d,u
p,10.69725181206912,p,y,n,f,a,c,p,11.150273594843702,15.323561541337025,w,f,f,d,a
p,1.4198011816517389,x,y,y,f,a,c,o,1.4080870219098522,7.074705244436681,o,f,f,h,w
